10192100,-6.0
10192130,-8.0
10192200,0.0
10192230,1.0
10192300,0.0
10190900,-8.0
10190930,1.0
10191000,2.0
10191030,0.0
10191100,0.0
10191130,1.0
10191330,5.0
10191400,3.0
10191430,-3.0
10191500,-1.0
10202100,7.0
10202130,2.0
10202200,1.0
10202230,0.0
10202300,-7.0
10200900,-5.0
10200930,-8.0
10201000,1.0
10201030,-3.0
10201100,-8.0
10201130,-5.0
10201330,-8.0
10201400,-6.0
10201430,-4.0
10201500,-5.0
10212100,-1.0
10212130,-7.0
10212200,-5.0
10212230,-8.0
10212300,6.0
10210900,-1.0
10210930,2.0
10211000,4.0
10211030,3.0
10211100,6.0
10211130,7.0
10211330,6.0
10211400,2.0
10211430,2.0
10211500,2.0
10242100,0.0
10242130,0.0
10242200,-1.0
10242230,-2.0
10242300,2.0
10240900,-21.0
10240930,-3.0
10241000,-5.0
10241030,-3.0
10241100,-4.0
10241130,2.0
10241330,1.0
10241400,-6.0
10241430,-7.0
10241500,-11.0
10252100,-11.0
10252130,-9.0
10252200,-3.0
10252230,1.0
10252300,-4.0
10250900,-1.0
10250930,-13.0
10251000,-20.0
10251030,-29.0
10251100,-18.0
10251130,-14.0
10251330,-21.0
10251400,-19.0
10251430,-20.0
10251500,-17.0
10262100,-10.0
10262130,-22.0
10262200,-19.0
10262230,-11.0
10262300,-11.0
10260900,-14.0
10260930,-18.0
10261000,-20.0
10261030,-29.0
10261100,-18.0
10261130,-20.0
10261330,-18.0
10261400,-19.0
10261430,-22.0
10261500,-22.0
10272100,-25.0
10272130,-14.0
10272200,-19.0
10272230,-14.0
10272300,-14.0
10270900,-22.0
10270930,-18.0
10271000,-22.0
10271030,-17.0
10271100,-15.0
10271130,-10.0
10271330,-6.0
10271400,-11.0
10271430,-7.0
10271500,-16.0
10282100,-3.0
10282130,-5.0
10282200,-7.0
10282230,-10.0
10282300,-10.0
10280900,-15.0
10280930,-12.0
10281000,-13.0
10281030,-15.0
10281100,-14.0
10281130,-16.0
10281330,-15.0
10281400,-20.0
10281430,-12.0
10281500,-10.0
10312100,-6.0
10312130,-9.0
10312200,-17.0
10312230,-16.0
10312300,-23.0
10310900,-22.0
10310930,-27.0
10311000,-26.0
10311030,-22.0
10311100,-24.0
10311130,-25.0
10311330,-26.0
10311400,-29.0
10311430,-30.0
10311500,-34.0
11012100,-37.0
11012130,-40.0
11012200,-36.0
11012230,-35.0
11012300,-30.0
11010900,-34.0
11010930,-29.0
11011000,-34.0
11011030,-44.0
11011100,-28.0
11011130,-25.0
11011330,-23.0
11011400,-33.0
11011430,-36.0
11011500,-44.0
11022100,-37.0
11022130,-35.0
11022200,-36.0
11022230,-33.0
11022300,-33.0
11020900,-35.0
11020930,-34.0
11021000,-23.0
11021030,-26.0
11021100,-32.0
11021130,-34.0
11021330,-33.0
11021400,-31.0
11021430,-28.0
11021500,-31.0
11032100,-20.0
11032130,-31.0
11032200,-33.0
11032230,-35.0
11032300,-28.0
11030900,-28.0
11030930,-32.0
11031000,-27.0
11031030,-25.0
11031100,-25.0
11031130,-19.0
11031330,-18.0
11031400,-21.0
11031430,-17.0
11031500,-11.0
11042100,-14.0
11042130,0.0
11042200,-3.0
11042230,-9.0
11042300,-16.0
11040900,-17.0
11040930,-14.0
11041000,-11.0
11041030,-7.0
11041100,-9.0
11041130,-8.0
11041330,-10.0
11041400,-8.0
11041430,1.0
11041500,-8.0
11072100,-1.0
11072130,-7.0
11072200,-5.0
11072230,11.0
11072300,2.0
11070900,-8.0
11070930,0.0
11071000,2.0
11071030,-1.0
11071100,-3.0
11071130,9.0
11071330,10.0
11071400,-7.0
11071430,-2.0
11071500,4.0
11082100,9.0
11082130,4.0
11082200,4.0
11082230,1.0
11082300,4.0
11080900,8.0
11080930,-6.0
11081000,-15.0
11081030,-9.0
11081100,-13.0
11081130,-12.0
11081330,-5.0
11081400,4.0
11081430,-1.0
11081500,2.0
11092100,-1.0
11092130,-11.0
11092200,-26.0
11092230,-27.0
11092300,-35.0
11090900,-26.0
11090930,-26.0
11091000,-23.0
11091030,-25.0
11091100,-33.0
11091130,-34.0
11091330,-39.0
11091400,-31.0
11091430,-28.0
11091500,-25.0
11102100,-36.0
11102130,-39.0
11102200,-25.0
11102230,-43.0
11102300,-46.0
11100900,-28.0
11100930,-48.0
11101000,-59.0
11101030,-61.0
11101100,-62.0
11101130,-51.0
11101330,-44.0
11101400,-59.0
11101430,-56.0
11101500,-55.0
11112100,-42.0
11112130,-45.0
11112200,-52.0
11112230,-59.0
11112300,-59.0
11110900,-67.0
11110930,-41.0
11111000,-46.0
11111030,-58.0
11111100,-62.0
11111130,-49.0
11111330,-54.0
11111400,-49.0
11111430,-60.0
11111500,-59.0
11142100,-47.0
11142130,-54.0
11142200,-31.0
11142230,-24.0
11142300,-5.0
11140900,-2.0
11140930,-8.0
11141000,-27.0
11141030,-45.0
11141100,-36.0
11141130,-38.0
11141330,-33.0
11141400,-36.0
11141430,-35.0
11141500,-31.0
11152100,-21.0
11152130,-37.0
11152200,-37.0
11152230,-37.0
11152300,-46.0
11150900,-32.0
11150930,-41.0
11151000,-33.0
11151030,-36.0
11151100,-39.0
11151130,-30.0
11151330,-32.0
11151400,-15.0
11151430,-15.0
11151500,-15.0
11162100,-28.0
11162130,-31.0
11162200,-23.0
11162230,-29.0
11162300,-32.0
11160900,-40.0
11160930,-41.0
11161000,-39.0
11161030,-39.0
11161100,-45.0
11161130,-53.0
11161330,-54.0
11161400,-47.0
11161430,-48.0
11161500,-43.0
11172100,-42.0
11172130,-45.0
11172200,-44.0
11172230,-50.0
11172300,-52.0
11170900,-47.0
11170930,-34.0
11171000,-35.0
11171030,-42.0
11171100,-38.0
11171130,-36.0
11171330,-47.0
11171400,-46.0
11171430,-47.0
11171500,-50.0
11182100,-41.0
11182130,-35.0
11182200,-42.0
11182230,-51.0
11182300,-53.0
11180900,-43.0
11180930,-44.0
11181000,-39.0
11181030,-42.0
11181100,-41.0
11181130,-35.0
11181330,-43.0
11181400,-41.0
11181430,-41.0
11181500,-38.0
11212100,-33.0
11212130,-20.0
11212200,-22.0
11212230,-29.0
11212300,-33.0
11210900,-33.0
11210930,-23.0
11211000,-25.0
11211030,-25.0
11211100,-24.0
11211130,-27.0
11211330,-29.0
11211400,-24.0
11211430,-27.0
11211500,-20.0
11222100,-20.0
11222130,-31.0
11222200,-24.0
11222230,-39.0
11222300,-34.0
11220900,-25.0
11220930,-44.0
11221000,-43.0
11221030,-53.0
11221100,-37.0
11221130,-26.0
11221330,-26.0
11221400,-45.0
11221430,-53.0
11221500,-26.0
11232100,-26.0
11232130,-48.0
11232200,-46.0
11232230,-43.0
11232300,-51.0
11230900,-49.0
11230930,-53.0
11231000,-48.0
11231030,-56.0
11231100,-54.0
11231130,-47.0
11231330,-47.0
11231400,-53.0
11231430,-57.0
11231500,-56.0
11242100,-63.0
11242130,-64.0
11242200,-60.0
11242230,-66.0
11242300,-78.0
11240900,-110.0
11240930,-89.0
11241000,-95.0
11241030,-92.0
11241100,-97.0
11241130,-106.0
11241330,-106.0
11241400,-100.0
11241430,-88.0
11241500,-73.0
11252100,-83.0
11252130,-89.0
11252200,-93.0
11252230,-88.0
11252300,-92.0
11250900,-97.0
11250930,-101.0
11251000,-89.0
11251030,-94.0
11251100,-100.0
11251130,-94.0
11251330,-93.0
11251400,-113.0
11251430,-111.0
11251500,-91.0
11282100,-117.0
11282130,-123.0
11282200,-118.0
11282230,-115.0
11282300,-123.0
11280900,-138.0
11280930,-120.0
11281000,-131.0
11281030,-132.0
11281100,-135.0
11281130,-143.0
11281330,-156.0
11281400,-165.0
11281430,-170.0
11281500,-168.0
11292100,-184.0
11292130,-147.0
11292200,-145.0
11292230,-160.0
11292300,-167.0
11290900,-136.0
11290930,-158.0
11291000,-142.0
11291030,-144.0
11291100,-143.0
11291130,-100.0
11291330,-98.0
11291400,-87.0
11291430,-109.0
11291500,-85.0
11302100,-80.0
11302130,-86.0
11302200,-98.0
11302230,-99.0
11302300,-82.0
11300900,-84.0
11300930,-79.0
11301000,-76.0
11301030,-76.0
11301100,-105.0
11301130,-111.0
11301330,-111.0
11301400,-105.0
11301430,-111.0
11301500,-111.0
12012100,-97.0
12012130,-73.0
12012200,-77.0
12012230,-71.0
12012300,-71.0
12010900,-55.0
12010930,-79.0
12011000,-78.0
12011030,-81.0
12011100,-85.0
12011130,-106.0
12011330,-111.0
12011400,-111.0
12011430,-105.0
12011500,-112.0
12022100,-115.0
12022130,-118.0
12022200,-117.0
12022230,-114.0
12022300,-111.0
12020900,-89.0
12020930,-108.0
12021000,-107.0
12021030,-110.0
12021100,-103.0
12021130,-78.0
12021330,-87.0
12021400,-82.0
12021430,-69.0
12021500,-99.0
12052100,-93.0
12052130,-95.0
12052200,-82.0
12052230,-94.0
12052300,-98.0
12050900,-84.0
12050930,-81.0
12051000,-94.0
12051030,-101.0
12051100,-109.0
12051130,-125.0
12051330,-126.0
12051400,-121.0
12051430,-112.0
12051500,-113.0
12062100,-113.0
12062130,-109.0
12062200,-120.0
12062230,-122.0
12062300,-126.0
12060900,-124.0
12060930,-114.0
12061000,-111.0
12061030,-93.0
12061100,-105.0
12061130,-105.0
12061330,-106.0
12061400,-105.0
12061430,-113.0
12061500,-123.0
12072100,-126.0
12072130,-137.0
12072200,-141.0
12072230,-144.0
12072300,-144.0
12070900,-152.0
12070930,-166.0
12071000,-177.0
12071030,-173.0
12071100,-170.0
12071130,-160.0
12071330,-168.0
12071400,-162.0
12071430,-158.0
12071500,-156.0
12082100,-159.0
12082130,-166.0
12082200,-152.0
12082230,-163.0
12082300,-148.0
12080900,-143.0
12080930,-167.0
12081000,-156.0
12081030,-152.0
12081100,-166.0
12081130,-158.0
12081330,-154.0
12081400,-167.0
12081430,-167.0
12081500,-169.0
12092100,-181.0
12092130,-162.0
12092200,-165.0
12092230,-155.0
12092300,-133.0
12090900,-94.0
12090930,-143.0
12091000,-132.0
12091030,-142.0
12091100,-148.0
12091130,-168.0
12091330,-173.0
12091400,-165.0
12091430,-167.0
12091500,-167.0
12122100,-173.0
12122130,-150.0
12122200,-128.0
12122230,-149.0
12122300,-145.0
12120900,-251.0
12120930,-161.0
12121000,-164.0
12121030,-153.0
12121100,-160.0
12121130,-168.0
12121330,-166.0
12121400,-162.0
12121430,-156.0
12121500,-145.0
12132100,-148.0
12132130,-140.0
12132200,-145.0
12132230,-149.0
12132300,-143.0
12130900,-148.0
12130930,-143.0
12131000,-150.0
12131030,-150.0
12131100,-144.0
12131130,-144.0
12131330,-140.0
12131400,-139.0
12131430,-150.0
12131500,-156.0
12142100,-138.0
12142130,-129.0
12142200,-133.0
12142230,-131.0
12142300,-108.0
12140900,-98.0
12140930,-119.0
12141000,-106.0
12141030,-118.0
12141100,-97.0
12141130,-119.0
12141330,-111.0
12141400,-115.0
12141430,-105.0
12141500,-108.0
12152100,-114.0
12152130,-97.0
12152200,-96.0
12152230,-104.0
12152300,-100.0
12150900,-118.0
12150930,-116.0
12151000,-105.0
12151030,-118.0
12151100,-127.0
12151130,-130.0
12151330,-128.0
12151400,-138.0
12151430,-139.0
12151500,-128.0
12162100,-119.0
12162130,-113.0
12162200,-116.0
12162230,-123.0
12162300,-125.0
12160900,-122.0
12160930,-118.0
12161000,-116.0
12161030,-116.0
12161100,-113.0
12161130,-121.0
12161330,-118.0
12161400,-130.0
12161430,-118.0
12161500,-101.0
12192100,-110.0
12192130,-104.0
12192200,-109.0
12192230,-114.0
12192300,-92.0
12190900,-88.0
12190930,-90.0
12191000,-96.0
12191030,-91.0
12191100,-89.0
12191130,-99.0
12191330,-101.0
12191400,-114.0
12191430,-105.0
12191500,-90.0
12202100,-78.0
12202130,-84.0
12202200,-88.0
12202230,-77.0
12202300,-91.0
12200900,-99.0
12200930,-96.0
12201000,-89.0
12201030,-93.0
12201100,-96.0
12201130,-95.0
12201330,-93.0
12201400,-95.0
12201430,-103.0
12201500,-87.0
12212100,-86.0
12212130,-97.0
12212200,-89.0
12212230,-86.0
12212300,-83.0
12210900,-84.0
12210930,-97.0
12211000,-90.0
12211030,-87.0
12211100,-67.0
12211130,-60.0
12211330,-69.0
12211400,-66.0
12211430,-59.0
12211500,-63.0
12222100,-66.0
12222130,-63.0
12222200,-69.0
12222230,-64.0
12222300,-49.0
12220900,-49.0
12220930,-41.0
12221000,-28.0
12221030,-34.0
12221100,-28.0
12221130,-2.0
12221330,-1.0
12221400,10.0
12221430,20.0
12221500,31.0
12232100,43.0
12232130,23.0
12232200,31.0
12232230,26.0
12232300,20.0
12230900,27.0
12230930,29.0
12231000,24.0
12231030,27.0
12231100,33.0
12231130,53.0
12231330,49.0
12231400,49.0
12231430,58.0
12231500,63.0
12262100,43.0
12262130,56.0
12262200,48.0
12262230,52.0
12262300,66.0
12260900,80.0
12260930,70.0
12261000,93.0
12261030,110.0
12261100,91.0
12261130,58.0
12261330,60.0
12261400,50.0
12261430,37.0
12261500,27.0
12272100,28.0
12272130,39.0
12272200,28.0
12272230,29.0
12272300,29.0
12270900,21.0
12270930,12.0
12271000,-6.0
12271030,-10.0
12271100,-5.0
12271130,-1.0
12271330,-7.0
12271400,7.0
12271430,3.0
12271500,-50.0
12282100,-51.0
12282130,-15.0
12282200,-34.0
12282230,-35.0
12282300,-49.0
12280900,-78.0
12280930,-80.0
12281000,-89.0
12281030,-85.0
12281100,-77.0
12281130,-85.0
12281330,-79.0
12281400,-49.0
12281430,-74.0
12281500,-52.0
12292100,-41.0
12292130,-38.0
12292200,-13.0
12292230,-24.0
12292300,-30.0
12290900,-28.0
12290930,-34.0
12291000,-11.0
12291030,-30.0
12291100,-21.0
12291130,-56.0
12291330,-51.0
12291400,-48.0
12291430,-14.0
12291500,-26.0
12302100,-20.0
12302130,-44.0
12302200,-29.0
12302230,-24.0
12302300,10.0
12300900,6.0
12300930,10.0
12301000,17.0
12301030,29.0
12301100,16.0
12301130,24.0
12301330,38.0
12301400,8.0
12301430,21.0
12301500,20.0
